subid,n.tokens,timestamp,word.len,rt,keypress,correct
10,600,4/17/07 11:39,4,0.683,1,1
10,600,4/17/07 11:39,6,11.566,2,0
10,600,4/17/07 11:39,6,2.768,1,1
10,600,4/17/07 11:39,8,0.918,1,1
10,600,4/17/07 11:39,8,1.332,1,1
10,600,4/17/07 11:40,4,0.542,1,1
10,600,4/17/07 11:40,4,0.602,1,1
10,600,4/17/07 11:40,4,0.731,2,1
10,600,4/17/07 11:40,4,1.224,1,0
10,600,4/17/07 11:40,4,2.993,2,1
10,600,4/17/07 11:40,6,0.809,2,1
10,600,4/17/07 11:40,6,8.867,1,1
10,600,4/17/07 11:40,8,0.572,1,1
10,600,4/17/07 11:40,8,1.087,1,1
10,600,4/17/07 11:40,8,1.267,1,1
10,600,4/17/07 11:40,8,1.464,2,1
10,600,4/17/07 11:41,4,0.693,1,1
10,600,4/17/07 11:41,4,1.486,1,1
10,600,4/17/07 11:41,4,3.675,2,1
10,600,4/17/07 11:41,4,4.658,2,1
10,600,4/17/07 11:41,6,0.542,2,0
10,600,4/17/07 11:41,6,1.68,2,1
10,600,4/17/07 11:41,6,2.683,1,0
10,600,4/17/07 11:41,8,0.698,2,1
10,600,4/17/07 11:41,8,1.162,2,1
10,600,4/17/07 11:41,8,1.751,1,0
10,600,4/17/07 11:42,4,0.756,1,1
10,600,4/17/07 11:42,4,1.025,1,1
10,600,4/17/07 11:42,4,1.872,1,1
10,600,4/17/07 11:42,8,0.746,1,1
1,1200,3/23/07 13:35,4,1.367,2,1
1,1200,3/23/07 13:35,8,0.509,2,1
1,1200,3/23/07 13:36,4,0.719,2,1
1,1200,3/23/07 13:36,4,1.839,2,1
1,1200,3/23/07 13:36,4,3.147,2,1
1,1200,3/23/07 13:36,4,3.226,1,0
1,1200,3/23/07 13:36,6,0.853,1,0
1,1200,3/23/07 13:36,6,0.862,1,0
1,1200,3/23/07 13:36,6,1.077,2,0
1,1200,3/23/07 13:36,6,2.057,2,1
1,1200,3/23/07 13:36,6,2.97,1,1
1,1200,3/23/07 13:36,8,0.788,2,1
1,1200,3/23/07 13:36,8,0.83,1,0
1,1200,3/23/07 13:37,4,1.364,1,0
1,1200,3/23/07 13:37,4,3.834,2,1
1,1200,3/23/07 13:37,6,2.954,2,1
1,1200,3/23/07 13:37,6,3.108,2,0
1,1200,3/23/07 13:37,6,3.842,2,1
1,1200,3/23/07 13:37,8,0.136,2,1
1,1200,3/23/07 13:37,8,0.536,2,1
1,1200,3/23/07 13:37,8,0.807,1,1
1,1200,3/23/07 13:37,8,0.895,1,1
1,1200,3/23/07 13:37,8,0.958,1,1
1,1200,3/23/07 13:37,8,0.973,1,1
1,1200,3/23/07 13:38,4,0.503,1,0
1,1200,3/23/07 13:38,4,1.432,1,1
1,1200,3/23/07 13:38,6,0.567,2,1
1,1200,3/23/07 13:38,6,1.144,2,0
1,1200,3/23/07 13:38,6,1.717,2,1
1,1200,3/23/07 13:38,8,0.529,1,1
11,900,4/17/07 12:06,4,1.341,1,1
11,900,4/17/07 12:06,4,3.374,2,0
11,900,4/17/07 12:06,6,0.734,2,0
11,900,4/17/07 12:06,6,1.095,1,1
11,900,4/17/07 12:06,6,3.684,1,1
11,900,4/17/07 12:06,8,0.326,2,1
11,900,4/17/07 12:06,8,0.859,2,1
11,900,4/17/07 12:07,4,0.283,1,1
11,900,4/17/07 12:07,4,0.336,2,1
11,900,4/17/07 12:07,4,0.48,1,1
11,900,4/17/07 12:07,4,0.596,2,1
11,900,4/17/07 12:07,4,1.43,2,1
11,900,4/17/07 12:07,6,0.314,2,0
11,900,4/17/07 12:07,6,0.504,2,0
11,900,4/17/07 12:07,6,0.609,2,1
11,900,4/17/07 12:07,6,0.835,1,1
11,900,4/17/07 12:07,6,1.335,2,0
11,900,4/17/07 12:07,6,1.73,2,1
11,900,4/17/07 12:07,8,0.25,1,1
11,900,4/17/07 12:07,8,0.27,1,1
11,900,4/17/07 12:07,8,1.096,1,0
11,900,4/17/07 12:08,4,0.305,1,1
11,900,4/17/07 12:08,4,0.695,1,1
11,900,4/17/07 12:08,6,0.466,2,1
11,900,4/17/07 12:08,6,0.783,1,0
11,900,4/17/07 12:08,6,0.977,1,0
11,900,4/17/07 12:08,6,1.264,2,0
11,900,4/17/07 12:08,8,0.39,1,1
11,900,4/17/07 12:08,8,0.409,1,1
11,900,4/17/07 12:08,8,0.589,2,1
13,300,4/17/07 12:23,4,4.465,2,1
13,300,4/17/07 12:23,6,1.463,1,0
13,300,4/17/07 12:23,6,3.754,2,1
13,300,4/17/07 12:23,8,0.976,2,1
13,300,4/17/07 12:24,4,0.318,2,1
13,300,4/17/07 12:24,4,0.672,1,1
13,300,4/17/07 12:24,4,0.859,1,1
13,300,4/17/07 12:24,4,0.882,1,1
13,300,4/17/07 12:24,6,0.447,2,1
13,300,4/17/07 12:24,6,0.536,2,1
13,300,4/17/07 12:24,6,0.581,2,1
13,300,4/17/07 12:24,6,0.588,2,1
13,300,4/17/07 12:24,6,0.705,1,0
13,300,4/17/07 12:24,6,1.489,2,1
13,300,4/17/07 12:24,8,0.414,2,1
13,300,4/17/07 12:24,8,0.617,2,1
13,300,4/17/07 12:24,8,0.85,2,1
13,300,4/17/07 12:25,4,0.589,1,1
13,300,4/17/07 12:25,4,0.867,1,1
13,300,4/17/07 12:25,4,2.321,2,0
13,300,4/17/07 12:25,6,0.263,1,1
13,300,4/17/07 12:25,6,0.346,1,0
13,300,4/17/07 12:25,6,0.482,2,1
13,300,4/17/07 12:25,6,0.495,2,1
13,300,4/17/07 12:25,6,0.718,1,1
13,300,4/17/07 12:25,6,0.721,1,1
13,300,4/17/07 12:25,8,0.209,2,0
13,300,4/17/07 12:25,8,0.528,1,0
13,300,4/17/07 12:25,8,1.061,1,1
13,300,4/17/07 12:25,8,1.285,2,1
14,600,4/17/07 13:07,4,0.621,1,1
14,600,4/17/07 13:07,4,1.247,1,1
14,600,4/17/07 13:07,4,4.597,2,1
14,600,4/17/07 13:07,4,5.112,1,1
14,600,4/17/07 13:07,6,0.2,2,1
14,600,4/17/07 13:07,6,0.377,2,1
14,600,4/17/07 13:07,6,0.462,1,1
14,600,4/17/07 13:07,6,1.551,1,1
14,600,4/17/07 13:08,4,0.683,2,1
14,600,4/17/07 13:08,4,1.631,2,1
14,600,4/17/07 13:08,4,1.701,1,1
14,600,4/17/07 13:08,4,1.746,1,1
14,600,4/17/07 13:08,4,2.159,2,1
14,600,4/17/07 13:08,6,0.127,2,1
14,600,4/17/07 13:08,6,0.187,1,1
14,600,4/17/07 13:08,6,0.246,2,1
14,600,4/17/07 13:08,6,0.311,2,1
14,600,4/17/07 13:08,6,0.531,1,1
14,600,4/17/07 13:08,8,0.061,1,1
14,600,4/17/07 13:08,8,0.171,2,1
14,600,4/17/07 13:08,8,0.754,1,1
14,600,4/17/07 13:09,4,0.396,1,1
14,600,4/17/07 13:09,4,1.523,1,0
14,600,4/17/07 13:09,6,0.079,2,1
14,600,4/17/07 13:09,6,0.115,2,1
14,600,4/17/07 13:09,6,0.139,1,1
14,600,4/17/07 13:09,8,0.101,1,1
14,600,4/17/07 13:09,8,0.224,1,1
14,600,4/17/07 13:09,8,2.31,1,0
14,600,4/17/07 13:09,8,3.751,1,1
15,900,4/17/07 14:02,4,0.608,2,1
15,900,4/17/07 14:02,4,1.206,1,1
15,900,4/17/07 14:02,6,0.284,1,1
15,900,4/17/07 14:02,6,0.303,2,1
15,900,4/17/07 14:02,6,0.84,1,1
15,900,4/17/07 14:02,6,2.555,-1,0
15,900,4/17/07 14:02,8,0.409,2,1
15,900,4/17/07 14:02,8,0.42,2,1
15,900,4/17/07 14:02,8,0.422,1,1
15,900,4/17/07 14:02,8,0.67,2,1
15,900,4/17/07 14:02,8,2.752,2,1
15,900,4/17/07 14:03,4,1.416,1,0
15,900,4/17/07 14:03,4,4.469,1,0
15,900,4/17/07 14:03,6,0.477,2,1
15,900,4/17/07 14:03,6,0.755,2,1
15,900,4/17/07 14:03,6,2.277,1,1
15,900,4/17/07 14:03,8,0.284,1,1
15,900,4/17/07 14:03,8,0.492,2,1
15,900,4/17/07 14:03,8,0.569,2,1
15,900,4/17/07 14:03,8,0.609,2,1
15,900,4/17/07 14:03,8,0.836,2,1
15,900,4/17/07 14:03,8,1.465,2,1
15,900,4/17/07 14:04,4,0.47,2,1
15,900,4/17/07 14:04,6,0.396,2,1
15,900,4/17/07 14:04,6,0.419,2,1
15,900,4/17/07 14:04,6,1.187,1,1
15,900,4/17/07 14:04,8,0.256,2,1
15,900,4/17/07 14:04,8,0.793,2,1
15,900,4/17/07 14:04,8,1.097,2,1
15,900,4/17/07 14:04,8,1.597,2,1
16,1200,4/17/07 14:40,4,3.803,2,0
16,1200,4/17/07 14:40,8,1.649,1,1
16,1200,4/17/07 14:40,8,2.22,2,1
16,1200,4/17/07 14:41,4,0.931,1,1
16,1200,4/17/07 14:41,4,1.622,2,1
16,1200,4/17/07 14:41,4,2.25,1,1
16,1200,4/17/07 14:41,6,0.724,2,1
16,1200,4/17/07 14:41,6,1.005,1,1
16,1200,4/17/07 14:41,6,1.05,2,1
16,1200,4/17/07 14:41,6,1.237,2,1
16,1200,4/17/07 14:41,6,1.28,2,1
16,1200,4/17/07 14:41,6,2.028,2,1
16,1200,4/17/07 14:41,8,0.907,1,1
16,1200,4/17/07 14:41,8,1.008,1,1
16,1200,4/17/07 14:41,8,1.639,2,1
16,1200,4/17/07 14:42,4,0.898,1,0
16,1200,4/17/07 14:42,4,1.714,1,0
16,1200,4/17/07 14:42,4,3.772,2,1
16,1200,4/17/07 14:42,6,0.543,2,1
16,1200,4/17/07 14:42,6,0.602,1,1
16,1200,4/17/07 14:42,6,0.67,1,1
16,1200,4/17/07 14:42,6,0.714,2,1
16,1200,4/17/07 14:42,6,1.101,1,1
16,1200,4/17/07 14:42,6,1.676,2,1
16,1200,4/17/07 14:42,8,0.718,2,1
16,1200,4/17/07 14:42,8,0.729,2,1
16,1200,4/17/07 14:42,8,0.748,2,1
16,1200,4/17/07 14:43,4,1.841,1,1
16,1200,4/17/07 14:43,4,2.026,1,1
16,1200,4/17/07 14:43,8,0.613,1,1
17,300,4/17/07 15:15,4,0.649,2,1
17,300,4/17/07 15:15,4,0.796,1,0
17,300,4/17/07 15:15,4,2.205,2,1
17,300,4/17/07 15:15,6,0.924,1,1
17,300,4/17/07 15:15,6,0.96,1,1
17,300,4/17/07 15:15,6,1.128,2,1
17,300,4/17/07 15:15,6,5.183,1,1
17,300,4/17/07 15:15,8,0.989,1,1
17,300,4/17/07 15:15,8,0.998,2,1
17,300,4/17/07 15:15,8,1.975,1,0
17,300,4/17/07 15:16,4,0.46,2,1
17,300,4/17/07 15:16,4,0.494,1,0
17,300,4/17/07 15:16,4,0.577,1,1
17,300,4/17/07 15:16,4,0.585,1,0
17,300,4/17/07 15:16,4,0.613,1,1
17,300,4/17/07 15:16,4,1.725,1,1
17,300,4/17/07 15:16,6,0.544,2,1
17,300,4/17/07 15:16,6,0.546,1,1
17,300,4/17/07 15:16,6,0.609,1,1
17,300,4/17/07 15:16,6,1.626,2,0
17,300,4/17/07 15:16,8,0.639,2,0
17,300,4/17/07 15:16,8,0.904,1,0
17,300,4/17/07 15:16,8,2.303,2,1
17,300,4/17/07 15:17,4,1.013,1,0
17,300,4/17/07 15:17,4,1.704,1,0
17,300,4/17/07 15:17,4,2.041,1,0
17,300,4/17/07 15:17,6,0.695,1,0
17,300,4/17/07 15:17,6,0.812,1,1
17,300,4/17/07 15:17,8,0.498,2,1
17,300,4/17/07 15:17,8,0.726,1,1
19,900,5/2/07 11:07,4,9.585,2,1
19,900,5/2/07 11:08,4,0.448,2,1
19,900,5/2/07 11:08,4,0.644,2,1
19,900,5/2/07 11:08,4,0.742,2,1
19,900,5/2/07 11:08,4,0.902,1,1
19,900,5/2/07 11:08,6,0.389,1,1
19,900,5/2/07 11:08,6,0.56,2,1
19,900,5/2/07 11:08,6,0.7,1,1
19,900,5/2/07 11:08,6,1.029,1,1
19,900,5/2/07 11:08,6,1.824,1,0
19,900,5/2/07 11:08,6,4.175,1,1
19,900,5/2/07 11:08,8,0.283,2,0
19,900,5/2/07 11:08,8,0.401,1,1
19,900,5/2/07 11:08,8,2.37,1,1
19,900,5/2/07 11:09,4,0.225,1,1
19,900,5/2/07 11:09,4,0.281,2,1
19,900,5/2/07 11:09,4,0.9,1,1
19,900,5/2/07 11:09,6,0.128,2,1
19,900,5/2/07 11:09,6,0.188,1,1
19,900,5/2/07 11:09,6,0.214,1,1
19,900,5/2/07 11:09,6,0.287,1,0
19,900,5/2/07 11:09,6,0.31,2,0
19,900,5/2/07 11:09,6,0.326,1,0
19,900,5/2/07 11:09,8,0.134,1,1
19,900,5/2/07 11:09,8,0.232,1,1
19,900,5/2/07 11:09,8,0.264,1,1
19,900,5/2/07 11:09,8,0.272,2,1
19,900,5/2/07 11:09,8,1.737,1,1
19,900,5/2/07 11:10,6,0.525,1,0
19,900,5/2/07 11:10,8,7.42,2,0
20,100,5/19/07 10:30,6,1.213,-1,0
20,100,5/19/07 10:30,6,1.302,-1,0
20,100,5/19/07 10:30,6,1.782,2,1
20,100,5/19/07 10:30,8,0.872,-1,0
20,100,5/19/07 10:30,8,18.545,2,0
20,100,5/19/07 10:30,8,1.911,-1,0
20,100,5/19/07 10:31,4,1.47,2,1
20,100,5/19/07 10:31,4,1.598,1,1
20,100,5/19/07 10:31,4,1.763,2,1
20,100,5/19/07 10:31,4,2.053,2,1
20,100,5/19/07 10:31,4,2.397,1,0
20,100,5/19/07 10:31,4,3.046,1,1
20,100,5/19/07 10:31,6,0.561,1,1
20,100,5/19/07 10:31,6,1.226,2,1
20,100,5/19/07 10:31,6,1.996,2,1
20,100,5/19/07 10:31,8,2.267,1,0
20,100,5/19/07 10:32,4,0.644,2,1
20,100,5/19/07 10:32,4,1.139,1,1
20,100,5/19/07 10:32,4,1.14,1,1
20,100,5/19/07 10:32,4,1.351,2,1
20,100,5/19/07 10:32,4,1.604,1,1
20,100,5/19/07 10:32,4,2.536,1,0
20,100,5/19/07 10:32,6,0.182,1,1
20,100,5/19/07 10:32,6,0.43,1,1
20,100,5/19/07 10:32,6,0.97,2,1
20,100,5/19/07 10:32,6,0.973,2,1
20,100,5/19/07 10:32,6,1.698,1,1
20,100,5/19/07 10:32,8,0.605,1,1
20,100,5/19/07 10:32,8,1.642,1,1
20,100,5/19/07 10:33,6,0.487,2,0
21,300,5/19/07 10:47,4,2.829,1,1
21,300,5/19/07 10:47,6,0.765,1,1
21,300,5/19/07 10:47,6,12.19,2,1
21,300,5/19/07 10:47,6,2.29,1,1
21,300,5/19/07 10:47,6,3.806,2,1
21,300,5/19/07 10:47,6,8.412,1,1
21,300,5/19/07 10:47,8,0.904,2,1
21,300,5/19/07 10:47,8,4.153,1,1
21,300,5/19/07 10:48,4,0.726,2,1
21,300,5/19/07 10:48,4,0.754,2,1
21,300,5/19/07 10:48,4,0.927,1,1
21,300,5/19/07 10:48,6,0.443,1,0
21,300,5/19/07 10:48,6,0.591,1,1
21,300,5/19/07 10:48,6,3.097,2,1
21,300,5/19/07 10:48,8,0.534,1,0
21,300,5/19/07 10:48,8,0.653,2,1
21,300,5/19/07 10:48,8,0.875,2,0
21,300,5/19/07 10:48,8,0.951,1,1
21,300,5/19/07 10:48,8,0.965,2,0
21,300,5/19/07 10:48,8,1.674,1,0
21,300,5/19/07 10:49,4,1.278,2,1
21,300,5/19/07 10:49,4,4.06,2,1
21,300,5/19/07 10:49,4,5.049,1,1
21,300,5/19/07 10:49,6,0.737,1,1
21,300,5/19/07 10:49,6,0.812,1,1
21,300,5/19/07 10:49,6,1.286,2,1
21,300,5/19/07 10:49,6,1.529,2,1
21,300,5/19/07 10:49,8,0.496,2,1
21,300,5/19/07 10:49,8,0.651,1,0
21,300,5/19/07 10:49,8,1.774,2,1
22,600,5/19/07 11:00,8,1.967,2,0
22,600,5/19/07 11:01,4,0.711,1,0
22,600,5/19/07 11:01,4,1.072,2,1
22,600,5/19/07 11:01,6,0.168,2,1
22,600,5/19/07 11:01,6,0.524,2,1
22,600,5/19/07 11:01,6,0.708,1,1
22,600,5/19/07 11:01,8,0.347,1,1
22,600,5/19/07 11:01,8,0.39,2,1
22,600,5/19/07 11:01,8,0.426,1,1
22,600,5/19/07 11:01,8,0.46,1,0
22,600,5/19/07 11:01,8,0.605,2,0
22,600,5/19/07 11:01,8,0.688,2,1
22,600,5/19/07 11:01,8,0.895,1,1
22,600,5/19/07 11:01,8,2.181,1,0
22,600,5/19/07 11:02,4,0.236,2,1
22,600,5/19/07 11:02,4,0.356,2,1
22,600,5/19/07 11:02,4,0.457,1,1
22,600,5/19/07 11:02,4,0.555,2,1
22,600,5/19/07 11:02,4,1.765,2,0
22,600,5/19/07 11:02,6,0.275,1,1
22,600,5/19/07 11:02,6,0.432,2,1
22,600,5/19/07 11:02,6,0.464,2,0
22,600,5/19/07 11:02,8,0.244,1,0
22,600,5/19/07 11:02,8,0.509,1,0
22,600,5/19/07 11:02,8,0.553,1,0
22,600,5/19/07 11:02,8,0.923,1,1
22,600,5/19/07 11:02,8,3.292,2,1
22,600,5/19/07 11:03,6,0.172,1,1
22,600,5/19/07 11:03,8,0.336,2,0
22,600,5/19/07 11:03,8,1.294,1,1
23,900,5/19/07 11:20,4,1.17,1,1
23,900,5/19/07 11:20,8,0.694,2,1
23,900,5/19/07 11:21,4,0.86,2,0
23,900,5/19/07 11:21,4,0.902,2,0
23,900,5/19/07 11:21,4,0.96,1,0
23,900,5/19/07 11:21,4,0.981,2,1
23,900,5/19/07 11:21,4,1.076,2,1
23,900,5/19/07 11:21,4,1.339,2,0
23,900,5/19/07 11:21,4,2.829,1,0
23,900,5/19/07 11:21,6,0.363,1,1
23,900,5/19/07 11:21,6,0.449,2,1
23,900,5/19/07 11:21,6,0.461,1,1
23,900,5/19/07 11:21,6,0.752,2,1
23,900,5/19/07 11:21,8,0.352,1,1
23,900,5/19/07 11:21,8,0.44,2,1
23,900,5/19/07 11:22,4,0.388,2,0
23,900,5/19/07 11:22,4,0.632,2,1
23,900,5/19/07 11:22,4,0.853,2,1
23,900,5/19/07 11:22,4,1.138,2,1
23,900,5/19/07 11:22,6,0.253,2,1
23,900,5/19/07 11:22,6,0.307,2,1
23,900,5/19/07 11:22,6,0.315,1,1
23,900,5/19/07 11:22,6,0.544,2,0
23,900,5/19/07 11:22,6,0.666,1,1
23,900,5/19/07 11:22,6,0.759,1,0
23,900,5/19/07 11:22,8,0.32,1,0
23,900,5/19/07 11:22,8,0.429,2,1
23,900,5/19/07 11:22,8,0.497,1,1
23,900,5/19/07 11:22,8,0.585,2,1
23,900,5/19/07 11:23,4,0.704,1,1
24,300,5/19/07 11:45,4,0.242,1,1
24,300,5/19/07 11:45,4,0.38,2,1
24,300,5/19/07 11:45,4,0.548,1,0
24,300,5/19/07 11:45,4,1.378,2,1
24,300,5/19/07 11:45,4,2.488,2,0
24,300,5/19/07 11:45,4,2.496,1,1
24,300,5/19/07 11:45,6,0.561,2,1
24,300,5/19/07 11:45,6,1.874,2,1
24,300,5/19/07 11:45,8,0.26,1,0
24,300,5/19/07 11:45,8,0.642,2,0
24,300,5/19/07 11:45,8,1.559,2,0
24,300,5/19/07 11:46,4,0.569,1,1
24,300,5/19/07 11:46,4,0.602,2,1
24,300,5/19/07 11:46,4,0.798,1,1
24,300,5/19/07 11:46,4,0.871,1,0
24,300,5/19/07 11:46,4,2.058,1,0
24,300,5/19/07 11:46,6,0.674,1,0
24,300,5/19/07 11:46,6,0.908,2,0
24,300,5/19/07 11:46,8,0.196,2,0
24,300,5/19/07 11:46,8,0.274,1,1
24,300,5/19/07 11:46,8,0.425,2,1
24,300,5/19/07 11:46,8,0.629,2,0
24,300,5/19/07 11:46,8,0.792,2,0
24,300,5/19/07 11:47,4,0.172,1,1
24,300,5/19/07 11:47,4,0.486,1,1
24,300,5/19/07 11:47,4,0.488,1,1
24,300,5/19/07 11:47,8,0.576,2,1
24,300,5/19/07 11:47,8,0.745,1,1
24,300,5/19/07 11:47,8,1.167,1,0
24,300,5/19/07 11:47,8,1.61,1,0
25,600,5/19/07 13:55,4,0.905,2,1
25,600,5/19/07 13:55,4,1.931,2,1
25,600,5/19/07 13:55,4,2.398,1,0
25,600,5/19/07 13:55,6,0.754,2,1
25,600,5/19/07 13:55,6,1.054,2,1
25,600,5/19/07 13:55,6,3.658,1,1
25,600,5/19/07 13:56,4,0.561,1,0
25,600,5/19/07 13:56,4,0.665,2,1
25,600,5/19/07 13:56,4,3,2,0
25,600,5/19/07 13:56,6,0.574,1,1
25,600,5/19/07 13:56,6,0.701,1,1
25,600,5/19/07 13:56,6,0.867,1,1
25,600,5/19/07 13:56,6,0.992,1,0
25,600,5/19/07 13:56,6,1.368,2,1
25,600,5/19/07 13:56,8,0.405,1,0
25,600,5/19/07 13:56,8,0.555,1,1
25,600,5/19/07 13:56,8,0.962,1,1
25,600,5/19/07 13:56,8,2.691,1,1
25,600,5/19/07 13:57,4,0.951,1,1
25,600,5/19/07 13:57,4,1.414,1,1
25,600,5/19/07 13:57,4,1.451,2,0
25,600,5/19/07 13:57,4,1.498,1,1
25,600,5/19/07 13:57,4,1.604,1,0
25,600,5/19/07 13:57,4,1.714,2,0
25,600,5/19/07 13:57,6,0.914,2,1
25,600,5/19/07 13:57,6,1.603,1,1
25,600,5/19/07 13:57,8,0.696,1,1
25,600,5/19/07 13:57,8,0.736,1,1
25,600,5/19/07 13:57,8,1.014,2,0
25,600,5/19/07 13:57,8,1.118,2,0
2,600,3/26/07 11:54,4,0.459,2,1
2,600,3/26/07 11:54,4,0.55,1,1
2,600,3/26/07 11:54,4,1.101,1,1
2,600,3/26/07 11:54,4,2.809,1,1
2,600,3/26/07 11:54,6,0.454,2,1
2,600,3/26/07 11:54,8,0.361,1,1
2,600,3/26/07 11:54,8,0.609,1,1
2,600,3/26/07 11:55,4,0.229,1,1
2,600,3/26/07 11:55,4,1.283,1,1
2,600,3/26/07 11:55,6,0.296,1,1
2,600,3/26/07 11:55,6,0.336,1,1
2,600,3/26/07 11:55,6,0.402,2,1
2,600,3/26/07 11:55,6,0.505,1,1
2,600,3/26/07 11:55,6,0.52,2,1
2,600,3/26/07 11:55,6,0.737,1,0
2,600,3/26/07 11:55,8,0.304,1,1
2,600,3/26/07 11:55,8,0.305,1,1
2,600,3/26/07 11:55,8,0.3,2,1
2,600,3/26/07 11:55,8,0.328,2,1
2,600,3/26/07 11:55,8,0.339,2,1
2,600,3/26/07 11:56,4,0.352,1,1
2,600,3/26/07 11:56,6,0.263,1,1
2,600,3/26/07 11:56,6,0.266,1,1
2,600,3/26/07 11:56,6,0.414,2,1
2,600,3/26/07 11:56,8,0.242,1,1
2,600,3/26/07 11:56,8,0.262,1,1
2,600,3/26/07 11:56,8,0.296,2,1
2,600,3/26/07 11:56,8,0.306,1,1
2,600,3/26/07 11:56,8,0.407,1,0
2,600,3/26/07 11:56,8,0.421,1,0
26,100,5/19/07 14:54,4,0.751,2,1
26,100,5/19/07 14:54,4,3.414,1,1
26,100,5/19/07 14:54,6,0.703,1,1
26,100,5/19/07 14:54,6,1.322,2,1
26,100,5/19/07 14:54,8,0.87,2,0
26,100,5/19/07 14:54,8,1.251,1,1
26,100,5/19/07 14:55,4,0.548,1,1
26,100,5/19/07 14:55,4,0.698,1,1
26,100,5/19/07 14:55,4,0.931,1,0
26,100,5/19/07 14:55,6,0.328,1,1
26,100,5/19/07 14:55,6,0.477,1,0
26,100,5/19/07 14:55,6,0.511,1,0
26,100,5/19/07 14:55,6,0.607,1,1
26,100,5/19/07 14:55,6,3.398,1,1
26,100,5/19/07 14:55,8,0.771,1,1
26,100,5/19/07 14:55,8,2.181,2,1
26,100,5/19/07 14:55,8,2.495,1,0
26,100,5/19/07 14:55,8,2.738,2,0
26,100,5/19/07 14:56,4,1.546,1,0
26,100,5/19/07 14:56,4,2.282,1,0
26,100,5/19/07 14:56,6,0.577,1,0
26,100,5/19/07 14:56,6,1.131,2,1
26,100,5/19/07 14:56,6,3.082,1,1
26,100,5/19/07 14:56,6,3.915,2,1
26,100,5/19/07 14:56,6,4.612,2,1
26,100,5/19/07 14:56,8,0.447,2,1
26,100,5/19/07 14:56,8,1.187,1,1
26,100,5/19/07 14:56,8,1.945,1,1
26,100,5/19/07 14:57,4,2.522,2,1
26,100,5/19/07 14:57,8,0.68,1,1
27,100,5/19/07 15:03,8,0.708,1,1
27,100,5/19/07 15:04,4,0.306,2,1
27,100,5/19/07 15:04,4,0.442,2,0
27,100,5/19/07 15:04,4,0.486,2,1
27,100,5/19/07 15:04,4,0.565,2,0
27,100,5/19/07 15:04,4,0.684,2,1
27,100,5/19/07 15:04,4,0.739,2,1
27,100,5/19/07 15:04,6,0.262,2,0
27,100,5/19/07 15:04,6,0.382,2,1
27,100,5/19/07 15:04,6,0.481,2,1
27,100,5/19/07 15:04,8,0.294,1,1
27,100,5/19/07 15:04,8,0.306,1,0
27,100,5/19/07 15:04,8,0.314,1,1
27,100,5/19/07 15:04,8,0.322,1,0
27,100,5/19/07 15:04,8,0.422,1,1
27,100,5/19/07 15:05,4,0.239,2,1
27,100,5/19/07 15:05,4,0.298,2,1
27,100,5/19/07 15:05,4,0.396,2,1
27,100,5/19/07 15:05,6,0.307,2,1
27,100,5/19/07 15:05,6,0.32,2,1
27,100,5/19/07 15:05,6,0.407,2,1
27,100,5/19/07 15:05,6,0.408,1,0
27,100,5/19/07 15:05,6,0.441,2,0
27,100,5/19/07 15:05,6,0.774,2,1
27,100,5/19/07 15:05,8,0.177,1,0
27,100,5/19/07 15:05,8,0.184,2,0
27,100,5/19/07 15:05,8,0.304,1,0
27,100,5/19/07 15:05,8,0.307,1,1
27,100,5/19/07 15:05,8,0.37,1,1
27,100,5/19/07 15:06,6,0.667,2,1
28,100,5/19/07 15:04,4,2.561,-1,0
28,100,5/19/07 15:05,4,2.726,2,0
28,100,5/19/07 15:05,6,0.846,1,1
28,100,5/19/07 15:05,6,0.868,1,1
28,100,5/19/07 15:05,6,1.07,1,1
28,100,5/19/07 15:05,6,1.579,2,1
28,100,5/19/07 15:05,8,0.773,2,0
28,100,5/19/07 15:05,8,0.791,1,1
28,100,5/19/07 15:05,8,0.899,1,1
